level,node_name,parent_name,class_count,train_count,val_count,path
16,soft-coated wheaten terrier,terrier,1,452,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > soft-coated wheaten terrier
16,wirehair,terrier,2,768,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > wirehair
16,English toy spaniel,toy spaniel,1,726,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > toy spaniel > English toy spaniel
16,papillon,toy spaniel,1,669,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > toy dog > toy spaniel > papillon
16,Appenzeller,Sennenhunde,1,536,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > Appenzeller
16,Bernese mountain dog,Sennenhunde,1,458,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > Bernese mountain dog
16,EntleBucher,Sennenhunde,1,338,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > EntleBucher
16,Greater Swiss Mountain dog,Sennenhunde,1,682,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > Greater Swiss Mountain dog
16,French bulldog,bulldog,1,411,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > bulldog > French bulldog
16,Tibetan mastiff,mastiff,1,859,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > mastiff > Tibetan mastiff
16,Belgian sheepdog,shepherd dog,2,1041,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Belgian sheepdog
16,Border collie,shepherd dog,1,1188,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Border collie
16,Bouvier des Flandres,shepherd dog,1,612,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Bouvier des Flandres
16,German shepherd,shepherd dog,1,901,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > German shepherd
16,Old English sheepdog,shepherd dog,1,413,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Old English sheepdog
16,Rottweiler,shepherd dog,1,559,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Rottweiler
16,Shetland sheepdog,shepherd dog,1,412,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Shetland sheepdog
16,briard,shepherd dog,1,294,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > briard
16,collie,shepherd dog,1,484,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > collie
16,kelpie,shepherd dog,1,472,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > kelpie
16,komondor,shepherd dog,1,427,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > komondor
16,Siberian husky,sled dog,1,642,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > sled dog > Siberian husky
16,malamute,sled dog,1,467,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > sled dog > malamute
16,kuvasz,watchdog,1,614,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > kuvasz
16,pinscher,watchdog,3,1872,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > pinscher
16,schipperke,watchdog,1,349,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > schipperke
16,water buffalo,Old World buffalo,1,493,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > Old World buffalo > water buffalo
16,gazelle,antelope,1,646,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope > gazelle
16,hartebeest,antelope,1,556,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope > hartebeest
16,impala,antelope,1,451,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope > impala
16,cattle,bovine,1,651,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > bovine > cattle
16,wild goat,goat,1,512,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > goat > wild goat
16,ram,sheep,1,508,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > sheep > ram
16,mountain sheep,wild sheep,1,625,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > wild sheep > mountain sheep
17,black-and-tan coonhound,coonhound,1,296,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > coonhound > black-and-tan coonhound
17,English foxhound,foxhound,1,374,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > foxhound > English foxhound
17,Walker hound,foxhound,1,577,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > foxhound > Walker hound
17,Italian greyhound,greyhound,1,421,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > greyhound > Italian greyhound
17,whippet,greyhound,1,387,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > greyhound > whippet
17,Irish wolfhound,wolfhound,1,401,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > wolfhound > Irish wolfhound
17,borzoi,wolfhound,1,302,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > hound > wolfhound > borzoi
17,German short-haired pointer,pointer,1,493,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > pointer > German short-haired pointer
